Transaction_ID,Product_ID,Location_ID,Transaction_Type,Quantity,Unit_Cost,Transaction_Date,Reference_Number,Created_By_User
TXN-00252,CAB-003,UK-024,TRANSFER,187,42.94,17-06-2025,TR-2774-20250617,auto_process
TXN-00253,MIR-161,AUS-029,TRANSFER,166,976.48,18-05-2025,TR-4169-20250518,inventory_mgr
TXN-00254,LIG-063,AUS-021,RECEIPT,431,698.65,19-05-2025,RE-7994-20250519,store_keeper
TXN-00255,CAB-028,CAN-039,RECEIPT,345,117.43,09-05-2025,RE-4130-20250509,inventory_mgr
TXN-00256,CAB-031,AUS-037,ISSUE,-278,97.49,19-05-2025,IS-4407-20250519,inventory_mgr
TXN-00257,ELE-084,JAP-036,TRANSFER,72,2867.8,15-03-2025,TR-5883-20250315,auto_process
TXN-00258,LIG-079,AUS-037,RECEIPT,228,339.71,25-05-2025,RE-6872-20250525,inventory_mgr
TXN-00259,TYR-149,JAP-044,TRANSFER,100,2714.01,27-04-2025,TR-2000-20250427,store_keeper
TXN-00260,MIR-185,USA-026,TRANSFER,-141,266.37,03-07-2025,TR-9636-20250703,auto_process
TXN-00261,LIG-079,USA-034,RECEIPT,314,398.82,05-07-2025,RE-3100-20250705,system_admin
TXN-00262,LIG-063,IND-033,ISSUE,-260,671.7,03-07-2025,IS-1359-20250703,system_admin
TXN-00263,MIR-187,BRA-030,RECEIPT,309,1135.51,11-03-2025,RE-8306-20250311,auto_process
TXN-00264,TYR-157,AUS-037,RECEIPT,287,9994.97,18-02-2025,RE-2906-20250218,inventory_mgr
TXN-00265,CAB-027,GER-003,RECEIPT,353,118.06,22-03-2025,RE-4819-20250322,inventory_mgr
TXN-00266,TYR-158,IND-041,TRANSFER,-3,7487.97,05-06-2025,TR-2409-20250605,auto_process
TXN-00267,TYR-135,BRA-030,TRANSFER,-147,11110.59,22-05-2025,TR-4984-20250522,inventory_mgr
TXN-00268,LIG-073,BRA-038,ISSUE,-163,1302.25,10-06-2025,IS-7247-20250610,auto_process
TXN-00269,LIG-064,BRA-022,ISSUE,-232,1148.8,15-07-2025,IS-7208-20250715,store_keeper
TXN-00270,CAB-003,CAN-039,RECEIPT,211,41.39,09-08-2025,RE-9419-20250809,inventory_mgr
TXN-00271,MIR-199,USA-034,ISSUE,-241,139.1,10-07-2025,IS-5661-20250710,store_keeper
TXN-00272,LIG-075,GER-011,TRANSFER,-114,2556.84,03-07-2025,TR-1443-20250703,inventory_mgr
TXN-00273,ELE-105,JAP-004,ISSUE,-179,1921.04,11-03-2025,IS-6404-20250311,auto_process
TXN-00274,CAB-033,BRA-014,TRANSFER,115,69.08,15-07-2025,TR-9953-20250715,store_keeper
TXN-00275,MIR-170,JAP-044,RECEIPT,129,380.83,27-02-2025,RE-7071-20250227,system_admin
TXN-00276,CAB-030,CAN-015,ISSUE,-91,67.67,17-02-2025,IS-5569-20250217,inventory_mgr
TXN-00277,ELE-088,UK-016,RECEIPT,343,5589.21,17-07-2025,RE-1949-20250717,inventory_mgr
TXN-00278,MIR-170,BRA-014,RECEIPT,41,361.95,20-03-2025,RE-7018-20250320,inventory_mgr
TXN-00279,ELE-110,USA-050,TRANSFER,-11,4998.13,19-07-2025,TR-5723-20250719,inventory_mgr
TXN-00280,ELE-116,JAP-012,ISSUE,-112,2310.23,06-06-2025,IS-7210-20250606,inventory_mgr
TXN-00281,TYR-142,AUS-037,ISSUE,-292,3373.75,19-07-2025,IS-9714-20250719,inventory_mgr
TXN-00282,CAB-004,JAP-012,TRANSFER,88,55.04,17-04-2025,TR-6314-20250417,store_keeper
TXN-00283,CAB-030,IND-033,ISSUE,-266,79.23,28-02-2025,IS-9993-20250228,store_keeper
TXN-00284,MIR-188,CAN-039,RECEIPT,452,215.46,22-03-2025,RE-9435-20250322,system_admin
TXN-00285,TYR-141,IND-049,ISSUE,-300,3367.57,07-08-2025,IS-9586-20250807,store_keeper
TXN-00286,TYR-145,GER-043,TRANSFER,-99,3490.69,12-07-2025,TR-6682-20250712,store_keeper
TXN-00287,CAB-019,BRA-014,TRANSFER,-131,67.33,28-04-2025,TR-5646-20250428,inventory_mgr
TXN-00288,LIG-041,GER-035,RECEIPT,445,1479.09,20-04-2025,RE-9303-20250420,store_keeper
TXN-00289,MIR-193,JAP-044,RECEIPT,157,555.56,14-06-2025,RE-6247-20250614,auto_process
TXN-00290,CAB-008,CAN-007,RECEIPT,145,118.74,13-05-2025,RE-4075-20250513,store_keeper
TXN-00291,TYR-125,JAP-020,ISSUE,-65,8876.06,26-07-2025,IS-8558-20250726,inventory_mgr
TXN-00292,CAB-018,BRA-030,RECEIPT,117,61.57,25-07-2025,RE-3792-20250725,inventory_mgr
TXN-00293,MIR-196,BRA-006,TRANSFER,-105,706.75,19-02-2025,TR-3159-20250219,store_keeper
TXN-00294,MIR-197,USA-018,ISSUE,-49,473.3,19-06-2025,IS-5227-20250619,auto_process
TXN-00295,TYR-121,USA-050,ISSUE,-266,1904.43,26-05-2025,IS-7968-20250526,system_admin
TXN-00296,ELE-110,IND-049,ISSUE,-34,4994.95,14-04-2025,IS-5929-20250414,auto_process
TXN-00297,LIG-080,UK-032,TRANSFER,-127,1772.28,17-06-2025,TR-9508-20250617,inventory_mgr
TXN-00298,ELE-114,CAN-023,TRANSFER,25,4552.46,09-05-2025,TR-3379-20250509,auto_process
TXN-00299,LIG-057,BRA-022,TRANSFER,-11,1944.58,08-06-2025,TR-6254-20250608,inventory_mgr
TXN-00300,LIG-060,BRA-022,ISSUE,-240,674.7,30-05-2025,IS-7285-20250530,inventory_mgr
TXN-00301,ELE-087,UK-016,ISSUE,-75,2287.95,03-05-2025,IS-2962-20250503,auto_process
TXN-00302,CAB-032,UK-048,RECEIPT,177,98.69,11-08-2025,RE-2217-20250811,inventory_mgr
TXN-00303,LIG-078,AUS-021,RECEIPT,471,485.86,26-06-2025,RE-1126-20250626,inventory_mgr
TXN-00304,ELE-119,USA-002,TRANSFER,52,2365.69,18-07-2025,TR-8348-20250718,inventory_mgr
TXN-00305,MIR-175,IND-025,RECEIPT,123,1089.68,08-08-2025,RE-1849-20250808,inventory_mgr
TXN-00306,MIR-187,JAP-028,ISSUE,-98,1148.46,04-08-2025,IS-1652-20250804,system_admin
TXN-00307,CAB-020,UK-032,ISSUE,-20,59.88,20-04-2025,IS-2676-20250420,inventory_mgr
TXN-00308,LIG-050,JAP-004,ISSUE,-286,1962.96,19-05-2025,IS-9042-20250519,store_keeper
TXN-00309,ELE-113,AUS-013,RECEIPT,237,7571.42,09-04-2025,RE-4239-20250409,store_keeper
TXN-00310,CAB-010,BRA-046,RECEIPT,57,68.03,23-07-2025,RE-9018-20250723,inventory_mgr
TXN-00311,ELE-089,BRA-030,ISSUE,-69,1959.78,08-05-2025,IS-5038-20250508,auto_process
TXN-00312,TYR-129,GER-027,TRANSFER,-118,7918.74,18-04-2025,TR-4175-20250418,store_keeper
TXN-00313,TYR-123,GER-003,TRANSFER,-119,5591.63,01-07-2025,TR-1453-20250701,store_keeper
TXN-00314,TYR-121,UK-032,RECEIPT,380,1773.13,09-03-2025,RE-5154-20250309,inventory_mgr
TXN-00315,LIG-054,JAP-004,RECEIPT,283,1732.48,24-05-2025,RE-2425-20250524,auto_process
TXN-00316,TYR-160,JAP-004,RECEIPT,489,8520.23,03-05-2025,RE-7574-20250503,system_admin
TXN-00317,TYR-131,AUS-005,TRANSFER,113,4981.5,24-04-2025,TR-1273-20250424,auto_process
TXN-00318,LIG-042,AUS-045,ISSUE,-238,1458.56,12-06-2025,IS-6714-20250612,system_admin
TXN-00319,ELE-091,UK-040,TRANSFER,114,3986.35,09-06-2025,TR-3009-20250609,system_admin
TXN-00320,MIR-170,JAP-028,ISSUE,-54,365.69,11-04-2025,IS-5814-20250411,system_admin
TXN-00321,MIR-170,IND-017,RECEIPT,490,392.62,04-06-2025,RE-9065-20250604,auto_process
TXN-00322,LIG-077,JAP-004,RECEIPT,171,1169.95,24-05-2025,RE-5291-20250524,inventory_mgr
TXN-00323,LIG-064,CAN-023,TRANSFER,-109,1051.89,04-08-2025,TR-9005-20250804,store_keeper
TXN-00324,CAB-032,GER-011,RECEIPT,450,98.11,11-08-2025,RE-7329-20250811,store_keeper
TXN-00325,CAB-011,BRA-014,TRANSFER,116,76.68,28-02-2025,TR-4529-20250228,store_keeper
TXN-00326,CAB-015,AUS-029,ISSUE,-293,97.1,17-03-2025,IS-8512-20250317,store_keeper
TXN-00327,TYR-128,IND-009,RECEIPT,311,6921.89,15-05-2025,RE-3479-20250515,auto_process
TXN-00328,MIR-180,AUS-005,ISSUE,-108,199.09,18-04-2025,IS-6862-20250418,auto_process
TXN-00329,TYR-140,AUS-005,TRANSFER,52,1640.59,19-05-2025,TR-5005-20250519,auto_process
TXN-00330,MIR-196,BRA-038,TRANSFER,-28,685.22,29-05-2025,TR-8361-20250529,auto_process
TXN-00331,CAB-004,UK-024,TRANSFER,-42,52.47,18-03-2025,TR-5687-20250318,inventory_mgr
TXN-00332,TYR-128,JAP-004,ISSUE,-261,8117.57,23-07-2025,IS-4362-20250723,auto_process
TXN-00333,TYR-124,BRA-014,TRANSFER,155,6907.06,23-05-2025,TR-1443-20250523,store_keeper
TXN-00334,TYR-121,AUS-013,RECEIPT,46,1916.83,28-05-2025,RE-7332-20250528,system_admin
TXN-00335,CAB-009,IND-049,RECEIPT,165,39,22-03-2025,RE-8373-20250322,auto_process
TXN-00336,TYR-135,CAN-023,RECEIPT,194,9691.75,09-08-2025,RE-1773-20250809,store_keeper
TXN-00337,TYR-123,JAP-044,ISSUE,-247,6040.94,09-06-2025,IS-7953-20250609,system_admin
TXN-00338,TYR-155,CAN-039,RECEIPT,97,6434.12,17-06-2025,RE-8789-20250617,system_admin
TXN-00339,LIG-075,UK-040,RECEIPT,330,2221.68,03-06-2025,RE-7410-20250603,inventory_mgr
TXN-00340,TYR-141,AUS-013,TRANSFER,-86,3630.24,19-02-2025,TR-9053-20250219,store_keeper
TXN-00341,LIG-056,UK-008,RECEIPT,210,2093.51,07-05-2025,RE-5734-20250507,auto_process
TXN-00342,LIG-068,BRA-046,ISSUE,-123,2210.36,20-06-2025,IS-8880-20250620,inventory_mgr
TXN-00343,CAB-012,USA-050,RECEIPT,112,96.21,18-05-2025,RE-2236-20250518,system_admin
TXN-00344,CAB-003,IND-017,TRANSFER,72,44.53,18-02-2025,TR-6040-20250218,system_admin
TXN-00345,LIG-059,IND-017,ISSUE,-178,435.32,02-03-2025,IS-1010-20250302,auto_process
TXN-00346,ELE-099,JAP-036,TRANSFER,-193,4793.77,26-02-2025,TR-8068-20250226,auto_process
TXN-00347,TYR-155,IND-025,RECEIPT,328,5371.82,18-03-2025,RE-4275-20250318,system_admin
TXN-00348,MIR-167,IND-017,TRANSFER,113,740.47,22-06-2025,TR-9613-20250622,system_admin
TXN-00349,LIG-057,CAN-039,RECEIPT,495,1831.59,17-03-2025,RE-2850-20250317,auto_process
TXN-00350,MIR-200,UK-024,TRANSFER,-78,848.98,01-07-2025,TR-2316-20250701,inventory_mgr
TXN-00351,TYR-127,AUS-021,RECEIPT,368,6563.15,11-04-2025,RE-7880-20250411,store_keeper
TXN-00352,LIG-077,AUS-029,ISSUE,-196,1219.96,28-07-2025,IS-5398-20250728,auto_process
TXN-00353,ELE-089,GER-003,ISSUE,-270,1872.53,12-05-2025,IS-1947-20250512,store_keeper
TXN-00354,ELE-083,BRA-022,TRANSFER,-5,7897.48,04-06-2025,TR-5920-20250604,system_admin
TXN-00355,LIG-055,GER-035,TRANSFER,-130,2443.23,09-05-2025,TR-8677-20250509,auto_process
TXN-00356,LIG-072,CAN-023,ISSUE,-175,2386.36,12-07-2025,IS-3619-20250712,system_admin
TXN-00357,LIG-079,BRA-030,TRANSFER,41,394.99,02-07-2025,TR-5722-20250702,inventory_mgr
TXN-00358,MIR-185,BRA-006,TRANSFER,153,273.28,29-06-2025,TR-8568-20250629,auto_process
TXN-00359,MIR-187,USA-026,ISSUE,-130,1250.07,17-04-2025,IS-3479-20250417,store_keeper
TXN-00360,TYR-136,UK-024,ISSUE,-34,9260.67,11-04-2025,IS-8970-20250411,auto_process
TXN-00361,MIR-199,AUS-013,RECEIPT,146,167.6,13-07-2025,RE-5682-20250713,system_admin
TXN-00362,LIG-072,UK-048,TRANSFER,42,2223.4,01-06-2025,TR-3589-20250601,auto_process
TXN-00363,CAB-031,USA-026,ISSUE,-12,93.39,13-06-2025,IS-2688-20250613,store_keeper
TXN-00364,CAB-040,IND-033,TRANSFER,-96,83.77,04-07-2025,TR-5006-20250704,store_keeper
TXN-00365,CAB-037,IND-009,TRANSFER,83,51.2,02-06-2025,TR-9877-20250602,store_keeper
TXN-00366,CAB-008,BRA-046,TRANSFER,23,97.25,22-04-2025,TR-5742-20250422,system_admin
TXN-00367,CAB-031,AUS-029,RECEIPT,214,95.95,14-02-2025,RE-2682-20250214,system_admin
TXN-00368,TYR-153,IND-033,ISSUE,-201,4815.28,26-06-2025,IS-1253-20250626,system_admin
TXN-00369,TYR-148,IND-001,ISSUE,-226,4966.55,15-07-2025,IS-9421-20250715,auto_process
TXN-00370,MIR-194,IND-033,TRANSFER,-138,186.14,20-07-2025,TR-1779-20250720,inventory_mgr
TXN-00371,LIG-055,CAN-007,TRANSFER,-164,2549.87,08-07-2025,TR-9838-20250708,inventory_mgr
TXN-00372,ELE-117,AUS-005,ISSUE,-209,4816.18,21-07-2025,IS-1162-20250721,inventory_mgr
TXN-00373,MIR-166,JAP-044,RECEIPT,427,445.9,27-03-2025,RE-3215-20250327,auto_process
TXN-00374,LIG-070,UK-040,RECEIPT,454,830.1,08-05-2025,RE-8167-20250508,inventory_mgr
TXN-00375,TYR-144,USA-002,ISSUE,-106,3666.84,24-06-2025,IS-4902-20250624,store_keeper
TXN-00376,MIR-200,USA-010,ISSUE,-195,950.82,02-07-2025,IS-3320-20250702,store_keeper
TXN-00377,TYR-123,JAP-028,RECEIPT,261,5606.9,22-02-2025,RE-3109-20250222,auto_process
TXN-00378,ELE-106,BRA-046,RECEIPT,238,5853.86,12-02-2025,RE-3559-20250212,store_keeper
TXN-00379,LIG-074,IND-033,RECEIPT,208,657.79,28-06-2025,RE-8272-20250628,store_keeper
TXN-00380,ELE-115,GER-011,TRANSFER,38,7160.47,23-05-2025,TR-2406-20250523,system_admin
TXN-00381,CAB-033,AUS-021,ISSUE,-280,60.14,31-03-2025,IS-1471-20250331,inventory_mgr
TXN-00382,ELE-092,USA-034,RECEIPT,210,6713.38,07-04-2025,RE-3262-20250407,inventory_mgr
TXN-00383,MIR-195,USA-050,RECEIPT,296,176.96,29-07-2025,RE-3770-20250729,system_admin
TXN-00384,LIG-069,UK-008,TRANSFER,164,918.07,25-04-2025,TR-7150-20250425,store_keeper
TXN-00385,TYR-126,JAP-012,TRANSFER,-35,9491.29,20-06-2025,TR-2533-20250620,system_admin
TXN-00386,ELE-094,IND-049,TRANSFER,66,2117.03,15-05-2025,TR-9522-20250515,inventory_mgr
TXN-00387,CAB-017,GER-035,RECEIPT,427,103.72,08-06-2025,RE-2384-20250608,system_admin
TXN-00388,CAB-007,IND-001,ISSUE,-141,124.23,27-04-2025,IS-6377-20250427,store_keeper
TXN-00389,LIG-073,UK-032,TRANSFER,-154,1191.43,02-07-2025,TR-7501-20250702,system_admin
TXN-00390,MIR-165,BRA-046,ISSUE,-268,1348.7,15-07-2025,IS-8289-20250715,inventory_mgr
TXN-00391,LIG-071,CAN-039,RECEIPT,33,388.98,16-02-2025,RE-4202-20250216,store_keeper
TXN-00392,TYR-153,AUS-021,RECEIPT,160,4921.98,24-05-2025,RE-6193-20250524,auto_process
TXN-00393,TYR-124,GER-003,TRANSFER,186,6956.91,01-08-2025,TR-1811-20250801,auto_process
TXN-00394,TYR-157,USA-026,TRANSFER,112,8757.3,07-08-2025,TR-2228-20250807,auto_process
TXN-00395,LIG-053,USA-034,RECEIPT,427,2198.88,04-08-2025,RE-3216-20250804,system_admin
TXN-00396,ELE-089,GER-035,RECEIPT,114,2080.52,11-03-2025,RE-8588-20250311,auto_process
TXN-00397,MIR-190,CAN-031,ISSUE,-284,522.36,12-03-2025,IS-7993-20250312,system_admin
TXN-00398,ELE-082,GER-011,RECEIPT,95,2568.8,18-02-2025,RE-1674-20250218,auto_process
TXN-00399,ELE-097,AUS-045,RECEIPT,151,7141.82,13-02-2025,RE-3899-20250213,system_admin
TXN-00400,LIG-064,USA-010,ISSUE,-148,974.88,21-07-2025,IS-6062-20250721,system_admin
TXN-00401,TYR-142,IND-041,ISSUE,-242,2898.07,31-03-2025,IS-5849-20250331,auto_process
TXN-00402,LIG-062,CAN-031,ISSUE,-186,1933.63,27-04-2025,IS-9658-20250427,inventory_mgr
TXN-00403,LIG-054,CAN-031,RECEIPT,147,2048.59,13-05-2025,RE-6080-20250513,store_keeper
TXN-00404,TYR-134,JAP-020,ISSUE,-226,7386.49,03-06-2025,IS-9931-20250603,store_keeper
TXN-00405,CAB-007,UK-008,RECEIPT,69,105.21,15-06-2025,RE-3045-20250615,auto_process
TXN-00406,LIG-048,CAN-015,RECEIPT,30,2409.28,09-04-2025,RE-8452-20250409,inventory_mgr
TXN-00407,TYR-147,GER-035,RECEIPT,66,8465.99,19-04-2025,RE-3331-20250419,system_admin
TXN-00408,CAB-026,GER-035,TRANSFER,-106,50.83,01-06-2025,TR-3971-20250601,system_admin
TXN-00409,LIG-054,USA-034,TRANSFER,69,1931.13,12-07-2025,TR-2293-20250712,auto_process
TXN-00410,MIR-200,IND-017,RECEIPT,419,956.27,05-05-2025,RE-4234-20250505,store_keeper
TXN-00411,MIR-190,IND-017,ISSUE,-168,511.55,04-08-2025,IS-6900-20250804,inventory_mgr
TXN-00412,MIR-165,GER-019,RECEIPT,312,1359.87,07-08-2025,RE-4437-20250807,inventory_mgr
TXN-00413,MIR-172,GER-003,ISSUE,-127,967.63,13-03-2025,IS-1725-20250313,auto_process
TXN-00414,MIR-164,GER-027,RECEIPT,280,1470.87,04-03-2025,RE-8678-20250304,auto_process
TXN-00415,ELE-109,BRA-030,RECEIPT,162,574.32,14-03-2025,RE-3688-20250314,auto_process
TXN-00416,LIG-044,USA-018,RECEIPT,194,2250.54,04-04-2025,RE-8183-20250404,inventory_mgr
TXN-00417,CAB-008,USA-050,RECEIPT,324,101.88,12-06-2025,RE-1358-20250612,auto_process
TXN-00418,LIG-070,CAN-023,ISSUE,-236,868.82,13-02-2025,IS-8877-20250213,store_keeper
TXN-00419,ELE-094,CAN-015,TRANSFER,2,2528.49,13-06-2025,TR-9309-20250613,inventory_mgr
TXN-00420,TYR-155,JAP-036,ISSUE,-176,5477.72,02-05-2025,IS-6996-20250502,inventory_mgr
TXN-00421,LIG-080,USA-002,RECEIPT,447,1426.08,08-07-2025,RE-4099-20250708,store_keeper
TXN-00422,TYR-143,IND-025,ISSUE,-141,5538.26,03-06-2025,IS-3573-20250603,system_admin
TXN-00423,MIR-187,JAP-028,RECEIPT,429,1194.66,12-05-2025,RE-8556-20250512,inventory_mgr
TXN-00424,MIR-184,UK-032,TRANSFER,178,1042.14,25-03-2025,TR-8883-20250325,inventory_mgr
TXN-00425,MIR-183,JAP-012,RECEIPT,431,1447.36,10-07-2025,RE-6098-20250710,inventory_mgr
TXN-00426,CAB-038,GER-003,TRANSFER,148,99.92,22-07-2025,TR-3863-20250722,system_admin
TXN-00427,LIG-065,AUS-029,RECEIPT,289,2109.29,15-06-2025,RE-3942-20250615,inventory_mgr
TXN-00428,CAB-008,UK-008,TRANSFER,-169,99.07,13-07-2025,TR-5181-20250713,inventory_mgr
TXN-00429,LIG-042,GER-027,TRANSFER,61,1298.13,06-04-2025,TR-3089-20250406,store_keeper
TXN-00430,TYR-137,IND-017,RECEIPT,261,2127.74,14-03-2025,RE-3144-20250314,store_keeper
TXN-00431,LIG-058,CAN-007,ISSUE,-30,523.54,12-04-2025,IS-9628-20250412,store_keeper
TXN-00432,MIR-190,BRA-030,RECEIPT,252,584.38,25-04-2025,RE-8320-20250425,inventory_mgr
TXN-00433,CAB-010,JAP-044,RECEIPT,267,69.25,22-03-2025,RE-2165-20250322,auto_process
TXN-00434,MIR-166,BRA-046,TRANSFER,-172,474.18,22-05-2025,TR-5168-20250522,system_admin
TXN-00435,CAB-027,JAP-020,ISSUE,-275,109.16,30-04-2025,IS-7275-20250430,inventory_mgr
TXN-00436,ELE-092,BRA-006,RECEIPT,163,7252.47,18-04-2025,RE-7285-20250418,system_admin
TXN-00437,MIR-196,AUS-005,ISSUE,-201,669.86,23-05-2025,IS-7010-20250523,system_admin
TXN-00438,LIG-076,BRA-006,RECEIPT,23,1559.93,18-05-2025,RE-3243-20250518,system_admin
TXN-00439,LIG-077,IND-033,RECEIPT,187,1072.44,20-05-2025,RE-2428-20250520,system_admin
TXN-00440,TYR-150,AUS-029,RECEIPT,249,7532.57,25-03-2025,RE-5760-20250325,store_keeper
TXN-00441,MIR-191,UK-048,ISSUE,-250,1166.11,15-04-2025,IS-2675-20250415,system_admin
TXN-00442,ELE-084,AUS-021,RECEIPT,433,3038.98,01-03-2025,RE-1273-20250301,store_keeper
TXN-00443,LIG-053,BRA-014,ISSUE,-218,2345.2,28-04-2025,IS-2935-20250428,system_admin
TXN-00444,CAB-022,CAN-047,ISSUE,-282,103.09,20-07-2025,IS-2541-20250720,store_keeper
TXN-00445,MIR-190,UK-040,RECEIPT,233,564.2,05-07-2025,RE-9377-20250705,auto_process
TXN-00446,MIR-195,JAP-044,ISSUE,-272,180.94,13-05-2025,IS-5011-20250513,system_admin
TXN-00447,LIG-042,JAP-020,RECEIPT,29,1359.98,19-02-2025,RE-4781-20250219,system_admin
TXN-00448,MIR-197,GER-027,RECEIPT,477,416.95,22-07-2025,RE-4228-20250722,inventory_mgr
TXN-00449,TYR-124,USA-050,RECEIPT,448,6830.62,28-03-2025,RE-3886-20250328,inventory_mgr
TXN-00450,MIR-162,UK-024,TRANSFER,-32,1142.66,18-03-2025,TR-3378-20250318,inventory_mgr
TXN-00451,TYR-155,IND-001,RECEIPT,440,5347.89,17-04-2025,RE-2706-20250417,system_admin
TXN-00452,TYR-129,BRA-014,RECEIPT,219,8308.47,08-06-2025,RE-7466-20250608,auto_process
TXN-00453,LIG-064,GER-003,TRANSFER,172,1166.78,18-03-2025,TR-7138-20250318,auto_process
TXN-00454,CAB-015,GER-003,TRANSFER,48,100.22,24-05-2025,TR-8312-20250524,store_keeper
TXN-00455,CAB-006,UK-048,RECEIPT,452,67.17,23-04-2025,RE-2352-20250423,auto_process
TXN-00456,ELE-082,JAP-028,ISSUE,-39,2672.22,25-02-2025,IS-2282-20250225,store_keeper
TXN-00457,CAB-015,UK-032,RECEIPT,225,96.96,08-08-2025,RE-9690-20250808,auto_process
TXN-00458,CAB-018,IND-017,TRANSFER,-109,71.64,02-07-2025,TR-5963-20250702,auto_process
TXN-00459,CAB-006,JAP-012,TRANSFER,101,58.06,05-03-2025,TR-6291-20250305,auto_process
TXN-00460,TYR-144,CAN-031,TRANSFER,135,3401.07,02-05-2025,TR-2788-20250502,store_keeper
TXN-00461,MIR-186,IND-033,TRANSFER,-70,160.16,02-07-2025,TR-6916-20250702,store_keeper
TXN-00462,CAB-012,IND-033,TRANSFER,-37,97.67,07-06-2025,TR-3474-20250607,system_admin
TXN-00463,CAB-019,IND-001,ISSUE,-69,66.26,25-07-2025,IS-7448-20250725,auto_process
TXN-00464,TYR-151,JAP-020,ISSUE,-140,2101.89,16-03-2025,IS-9669-20250316,store_keeper
TXN-00465,LIG-055,BRA-046,RECEIPT,338,2286.41,17-02-2025,RE-8906-20250217,system_admin
TXN-00466,MIR-179,CAN-039,TRANSFER,-136,455.67,17-06-2025,TR-3164-20250617,auto_process
TXN-00467,CAB-003,UK-016,TRANSFER,-61,43.88,10-06-2025,TR-4861-20250610,inventory_mgr
TXN-00468,ELE-086,CAN-015,RECEIPT,344,6023.88,15-06-2025,RE-4026-20250615,store_keeper
TXN-00469,LIG-080,GER-043,TRANSFER,81,1451.26,29-04-2025,TR-7085-20250429,store_keeper
TXN-00470,MIR-182,JAP-012,TRANSFER,73,656.79,30-04-2025,TR-3126-20250430,inventory_mgr
TXN-00471,LIG-068,IND-033,ISSUE,-274,2560.74,16-05-2025,IS-6587-20250516,inventory_mgr
TXN-00472,ELE-090,GER-011,TRANSFER,171,2855.1,15-02-2025,TR-8375-20250215,auto_process
TXN-00473,TYR-125,USA-034,TRANSFER,129,10090.88,08-05-2025,TR-7425-20250508,system_admin
TXN-00474,TYR-142,IND-009,ISSUE,-142,3078.58,27-05-2025,IS-2081-20250527,store_keeper
TXN-00475,TYR-134,JAP-036,ISSUE,-130,7601.34,14-06-2025,IS-7014-20250614,inventory_mgr
TXN-00476,MIR-193,JAP-004,TRANSFER,-107,631.78,09-04-2025,TR-7720-20250409,system_admin
TXN-00477,TYR-154,IND-001,ISSUE,-257,4535.3,04-03-2025,IS-8095-20250304,inventory_mgr
TXN-00478,LIG-077,UK-048,RECEIPT,12,962.33,14-03-2025,RE-2113-20250314,inventory_mgr
TXN-00479,CAB-012,BRA-030,ISSUE,-25,97.93,26-04-2025,IS-7809-20250426,auto_process
TXN-00480,CAB-038,USA-026,RECEIPT,162,102.44,25-05-2025,RE-9829-20250525,auto_process
TXN-00481,TYR-136,GER-003,TRANSFER,-103,8928.04,31-05-2025,TR-5466-20250531,system_admin
TXN-00482,CAB-016,CAN-007,RECEIPT,27,125.92,26-05-2025,RE-8645-20250526,store_keeper
TXN-00483,LIG-051,IND-041,ISSUE,-54,567.67,10-08-2025,IS-9567-20250810,system_admin
TXN-00484,LIG-062,JAP-020,TRANSFER,114,1825.76,15-03-2025,TR-7022-20250315,auto_process
TXN-00485,ELE-086,AUS-013,ISSUE,-104,5239.08,18-03-2025,IS-9096-20250318,inventory_mgr
TXN-00486,CAB-002,CAN-039,RECEIPT,370,69.44,31-05-2025,RE-9978-20250531,store_keeper
TXN-00487,ELE-119,USA-018,RECEIPT,276,2764.8,04-06-2025,RE-9676-20250604,system_admin
TXN-00488,LIG-061,AUS-013,TRANSFER,-133,583.29,30-04-2025,TR-2088-20250430,system_admin
TXN-00489,TYR-148,CAN-039,ISSUE,-114,5090.01,23-06-2025,IS-9240-20250623,inventory_mgr
TXN-00490,MIR-198,JAP-020,RECEIPT,481,1347.08,12-06-2025,RE-6286-20250612,store_keeper
TXN-00491,MIR-192,IND-017,RECEIPT,483,1280.53,06-07-2025,RE-6266-20250706,inventory_mgr
TXN-00492,CAB-022,UK-016,RECEIPT,275,116.68,13-07-2025,RE-1286-20250713,store_keeper
TXN-00493,MIR-171,GER-043,RECEIPT,80,1319.88,22-07-2025,RE-2356-20250722,inventory_mgr
TXN-00494,CAB-023,UK-032,RECEIPT,307,90.19,06-05-2025,RE-7048-20250506,auto_process
TXN-00495,CAB-016,UK-032,RECEIPT,11,123.75,18-05-2025,RE-5922-20250518,store_keeper
TXN-00496,CAB-009,AUS-005,TRANSFER,44,45.56,07-07-2025,TR-8431-20250707,auto_process
TXN-00497,ELE-102,AUS-037,TRANSFER,185,4887.12,09-03-2025,TR-7491-20250309,auto_process
TXN-00498,MIR-167,JAP-004,TRANSFER,130,751.92,11-08-2025,TR-5606-20250811,system_admin
TXN-00499,TYR-147,CAN-015,RECEIPT,308,7447.17,17-04-2025,RE-2534-20250417,system_admin
TXN-00500,CAB-015,JAP-044,RECEIPT,394,102.83,04-08-2025,RE-4403-20250804,inventory_mgr
TXN-00501,TYR-152,AUS-029,ISSUE,-189,10935.82,04-06-2025,IS-6365-20250604,system_admin
TXN-00502,ELE-093,CAN-015,ISSUE,-193,914.06,06-06-2025,IS-1449-20250606,system_admin
TXN-00503,LIG-060,USA-026,RECEIPT,156,693.29,13-04-2025,RE-7241-20250413,system_admin
